"guid","title","published","body"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100228220000.sci-fi-pulse-interview/sci-fi-pulse-interview.html","Sci Fi Pulse Interview",1267390800,"#Sci Fi Pulse Interview#
<a href=""http://www.planetofthepenguins.com/wp-content/uploads/2010/02/blogtalkradio-thedark.GIF""><img class=""alignright size-full wp-image-1086"" style=""margin-left: 20px; margin-right: 20px;"" title=""blogtalkradio-thedark"" src=""http://www.planetofthepenguins.com/wp-content/uploads/2010/02/blogtalkradio-thedark.GIF"" alt=""blogtalkradio-thedark"" width=""279"" height=""206"" /></a>My interview with the Parsec award nominated Sci Fi Pulse Podcast is now available.

You can <a href=""http://www.blogtalkradio.com/scifipulse/2010/02/28/episode-58--featuring-comics-writer-chris-lynch"">listen online via Blog Talk Radio</a> or <a href=""http://phobos.apple.com/WebObjects/MZStore.woa/wa/viewPodcast?id=318557249"">download for iTunes</a>.

I heard from Ian at Sci Fi Pulse today that the interview is Blog Talk Radio's ""Pick of the Day"", which is great news and no doubt a testament to Ian's editing skills!

I had a great time recording this, I can't imagine how much effort went into editing my almost endless manic rambling down into something useful, but kudos to the guys at Sci Fi Pulse for managing it.

Next podcast from me will be a very cheeky interview with the ladies of <a href=""http://comicspodcastsuk.wordpress.com/main-page/comic-racks/"">Comic Racks</a>, in which <a href=""http://stuartt1975.wordpress.com/"">Stuart</a> misbehaves himself a great deal."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100315213835.the-dark--now-on-psp/the-dark--now-on-psp.html","The Dark  Now On Psp",1268685515,"#The Dark ... Now On PSP#
<a href=""http://www.planetofthepenguins.com/wp-content/uploads/2010/03/PSP_covers-v2.png""><img class=""alignright size-full wp-image-1093"" style=""margin-left: 20px; margin-right: 20px;"" title=""PSP_covers-v2"" src=""http://www.planetofthepenguins.com/wp-content/uploads/2010/03/PSP_covers-v2.png"" alt=""PSP_covers-v2"" width=""220"" height=""210"" /></a>After months of of top-secret work behind the scenes, we can finally reveal that The Dark has a new digital home ... the Sony Playstation Digital Comics Network.

As of March 25th The Dark will available for download in four installments to your PSP. All of the installments have the same release date, so you will be able to pick up the equivalent of the entire trade from day one.The Dark is taking  pride of place alongside Markosia's critically acclaimed ""Dark Mists"" as the first Markosia titles to launch on the platform. Markosia were also able to reveal today that The Dark is also one of two Markosia titles that have been signed up exclusively by Sony for the platform!

‘These are exciting times for us,’ says publisher Harry Markos, ‘there is no denying that the digital comic is here to stay and it will have a major say over the next year or two. We are delighted to be partnering with Sony in this venture and from what I have seen so far; this is very much an exciting step forward. The graphics look amazing on PSP, crystal clear and surprisingly user-friendly thanks to the Autoflow feature.’

For those who remember the early days of ""The Dark"" as a project, digital was always a key medium for us, and I'm delighted that Sony have put their weight behind us by signing the project exclusively.

I'll see you all on the Playstation forums!

<object classid=""clsid:d27cdb6e-ae6d-11cf-96b8-444553540000"" width=""544"" height=""304"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=6,0,40,0""><param name=""flashvars"" value=""file=http://us.playstationcomics.com/dms/comics/Digital-Comics-AutoFlow/Digital-Comics-AutoFlow-us.mp4"" /><param name=""src"" value=""http://www.playstationcomics.com/.resources/comics/swf/player.swf"" /><param name=""allowfullscreen"" value=""true"" /><embed type=""application/x-shockwave-flash"" width=""544"" height=""304"" src=""http://www.playstationcomics.com/.resources/comics/swf/player.swf"" allowfullscreen=""true"" flashvars=""file=http://us.playstationcomics.com/dms/comics/Digital-Comics-AutoFlow/Digital-Comics-AutoFlow-us.mp4""></embed></object>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100318220505.forces-of-geek-review-the-dark/forces-of-geek-review-the-dark.html","Forces Of Geek Review The Dark",1268946305,"#Forces Of Geek Review The Dark#
<a href=""http://twitter.com/richclements"">Rich Clements</a> (he of Hi Ex, FutureQuake, and Turning Tiger fame) has <a href=""http://www.forcesofgeek.com/2010/03/idea-factory.html"">reviewed The Dark for the Forces of Geek website</a>.
<blockquote><span>Early on, just as I was settling into the groove, Lynch pulled the rug from under me in a glorious and unexpected way. Which is impressive enough to do once, but he manages to do it another two or three times throughout the book.

The plotting in dense and impressively done. The writing is multi-layered and clever and demands that the reader pays attention (this is a good thing, by the way).</span></blockquote>
<span>As Rich himself would say ... ""Thank Grud it's good"".</span>

<span>Read the <a href=""http://www.forcesofgeek.com/2010/03/idea-factory.html"">complete review at Forces of Geek</a>
</span>
<blockquote><span>
</span>

<span>
</span></blockquote>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100321142357.one-down,-many-to-go--signing-report-on-ace-comics,-richmond/one-down,-many-to-go--signing-report-on-ace-comics,-richmond.html","One Down, Many To Go  Signing Report On Ace Comics, Richmond",1269177837,"#One Down, Many To Go ... Signing Report On Ace Comics, Richmond#
Yesterday ""The Dark"" and ""Freeman of the Armed Services"" were officially launched at Ace Comics in Richmond. Behold, the beautiful picture of creators and books below ...

<a href=""http://www.planetofthepenguins.com/wp-content/uploads/2010/03/chrisandhuwjatacecomics.jpg""><img class=""aligncenter size-medium wp-image-1099"" title=""chrisandhuwjatacecomics"" src=""http://www.planetofthepenguins.com/wp-content/uploads/2010/03/chrisandhuwjatacecomics-300x199.jpg"" alt=""chrisandhuwjatacecomics"" width=""300"" height=""199"" /></a>

First off, many thanks to Ace for hosting the signing. If you've never been, it is an absolutely great store. Lovely layout, brilliant stock, and really great staff ... a true gem. It also seems pretty easy to get to, at least if the District Line is running (more on <em>that</em> later, thankfully I was chauffer driven to London like the fabulous celebrity I am).

The signing went very well, with lots of very positive feedback on the book. A lot of people already knew about the book as well, so it's good to know that all the podcasting and reviewer stalking has been worth it and everyone's support for the book is working.

Obviously London is fair distance from my usual stomping grounds and with my FP signing, Cribbs Causeway, and then Bristol not <em>that</em> far around the corner, I was hard pressed to convince many of the faithful that they should make the epic journey to the big smoke. Fortunately, <a href=""http://artyougrewupwith.com/"">Huw J</a> is quite clearly the King of London, knows just about everyone, and was immensely gracious in sending many of his visitors, friends, family, etc. my way to take a look at Te Dark.

Despite it being as difficult to pitch without spoilers as ever, a number of people bought copies and hopefully they enjoy the book and appreciate me not giving away any secrets!

So, one down and many to go. <a href=""http://www.facebook.com/event.php?eid=328755030929"">My next signing is in the evening on April 8th at Forbidden Planet in Cardiff</a>. This is the home town gig, and hopefully I'll see you there!"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100326230946.mass-movement-#26-ruined-my-life/mass-movement-#26-ruined-my-life.html","Mass Movement #26 Ruined My Life",1269641386,"#Mass Movement #26 Ruined My Life#
<a href=""http://www.planetofthepenguins.com/wp-content/uploads/2010/03/massmovement46.GIF""><img class=""alignright size-medium wp-image-1109"" title=""massmovement46"" src=""http://www.planetofthepenguins.com/wp-content/uploads/2010/03/massmovement46-207x300.GIF"" alt=""massmovement46"" width=""207"" height=""300"" /></a>I ran into Tim Cundle somwhere on the internet a long time. Back then, he was just in the early stages of getting his punk rock, counter culture magazine ""Mass Movement"" off the ground. He was on issue 4, maybe 5.

Sometime later and Tim is still going strong. So strong, in fact, that he's given over a page of the latest issue of Mass Movement magazine to me to complete their regular column/feature ""It Ruined My Life"".

I won't spoil the article, but obvious I talk about comics. And magic. And a certain <em>Grant Morrison</em>.

Enjoy."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100327155840.omnicomic-preview-the-dark/omnicomic-preview-the-dark.html","Omnicomic Preview The Dark",1269701920,"#Omnicomic Preview The Dark#
<a href=""http://www.omnicomic.com"">Omnicomic </a>give us their take on the coded messages hidden throughout ""The Dark"" today ...
<blockquote>See what they did there? They've ""encoded"" secrets into the comic that will give the reader the chance to solve the mystery before Abbot himself can figure it all out. Definitely not a conventional means of relating to the reader but I'm definitely digging it. I mean, how often do even books engage you on this level?</blockquote>
<a href=""http://www.omnicomic.com/2010/03/preview-dark.html"">Preview pages etc. can be found at Omnicomic.</a>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100329200737.monkeys-behaving-badly--mwm-do-comic-racks/monkeys-behaving-badly--mwm-do-comic-racks.html","Monkeys Behaving Badly  Mwm Do Comic Racks",1269886057,"#Monkeys Behaving Badly ... MWM Do Comic Racks!#
<a href=""http://www.planetofthepenguins.com/wp-content/uploads/2010/03/comicracks.jpg""><img class=""alignright size-medium wp-image-1116"" style=""border: 0pt none; margin-left: 20px; margin-right: 20px;"" title=""comicracks"" src=""http://www.planetofthepenguins.com/wp-content/uploads/2010/03/comicracks-300x187.jpg"" alt=""comicracks"" width=""300"" height=""187"" /></a>It had to happen eventually. After months, even years, of snubbing us in favour of unknowns like Paul Cornell and Tony Lee, Comic Racks have finally bitten the bullet and called down the thunder that is ... <a href=""http://comicracks.libsyn.com/index.php?post_id=596831""><strong>the Monkeys with Machineguns Interview</strong></a>.

Thrill ... as we talk about ourselves. Gasp ... as we find out about Iz's toilet habits. Be amazed ... at our choice of favourite biscuits. Shrug and say ""I thought as much"" ... when I call Stuart a ""French Duke"".

Sadly, despite our best efforts, Iz and Stace have salvaged an almost sensible sounding interview out of our tomfoolery. Listen for the outtakes though (after that Cornell guy again), where you get a true taste of the pain that Iz and Stace went through to bring you this interview.

Happy 50th guys ... you don't look a day over 45!

Click here to listen to <a href=""http://comicracks.libsyn.com/index.php?post_id=596831""><strong>Comic Racks, Episode 50 ... Part Deux!</strong></a>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100329202217.the-dark-featured-on-the-sony-digital-comics-blog/the-dark-featured-on-the-sony-digital-comics-blog.html","The Dark Featured On The Sony Digital Comics Blog",1269886937,"#The Dark Featured On The Sony Digital Comics Blog#
The Dark has pride of place today on Sony's Digital Comics Blog.

<a href=""http://uk.playstationcomics.com/main/blog/Markosia.html"">Click here to read their article.</a>

I'm still thrilled not only to see The Dark on this platform, but also with all the support that Sony are showing the book since signing us up exclusively. If you have a PSP and have downloaded the book(s), we'd love to hear from you!"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100402151102.first-shots-of-the-dark-on-psp/first-shots-of-the-dark-on-psp.html","First Shots Of The Dark On Psp",1270213862,"#First Shots Of The Dark On PSP#
The Dark went live on the Playstation Digital Comics network last week and my good friend <a href=""http://www.frugalgaming.co.uk/"">Lee </a>was kind enough to tweet me these shots of the comic up and running on his PSP!

[gallery link=""file"" columns=""2""]

I heard from Harry at Markosia that the book has been doing very well indeed in terms of downloads and the guys at Sony have tweeted me recently to say there has been a lot of positive fan feedback. Great news!

If you've got a PSP and you have downloaded the book, I'd love to know what you think."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100426200635.chris-vs-five-reasons-iphone-vs-android-isnt-mac-vs-windows/chris-vs-five-reasons-iphone-vs-android-isnt-mac-vs-windows.html","Chris Vs Five Reasons Iphone Vs Android Isnt Mac Vs Windows",1272305195,"#Chris Vs. Five Reasons IPhone Vs. Android Isn't Mac Vs Windows#
Tim O'Reilly tweeted out what he called a ""compelling"" article today, the titular ""Five Reasons iPhone vs. Android isn't Mac vs Windows"" by Mark Sigal. Having read the article I countered by tweeting that I thought the article was ""biased"" and ""unbalanced"". Tim, in turn, was gracious enough to tweet back ""<a href=""http://bit.ly/bIhrDB""><em>@chrislynch_mwm U seemingly don't like it when someone challenges your views. I found the piece compelling because I'd assumed the opposite</em></a>""

Fair enough,  I thought, and admittedly it was maybe a little churlish to unfollow Tim just for passing on the article. I still don't agree with Tim's position though so, in the interests of open debate and to prove I really <em>do</em> enjoy a challenge, I thought I would post up something here to rebuke/challenge what <em>I</em> feel are the unbalanced points the article puts forth. Hopefully Tim will respond in due course.

Mark broke his view down into ""<em>five 'little picture' reasons Apple vs Google isn't destined for the same outcome as Apple vs Microsoft</em>"". My response follows the same format, but challenges Mark's conclusions.
<blockquote><strong>1. Retail Distribution</strong>: During the PC Wars, everything came down to distribution and presence on limited retail shelf space. To be successful, you had to be on the shelves of retailers like ComputerLand, CompUSA, Circuit City, Office Depot and MicroAge. Given the wide variety of hardware OEMs making Wintel-based PCs, both shelf-space for Macs and the technical know-how to sell them were severely limited, making a differentiation story like Apple's a hard sell. Today, Apple Stores drive a superior environment for consumers to experience hardware hands-on and get educated about the full breadth of Apple products. An aside, this is a consumer touch point that Google absolutely lacks.</blockquote>
Many years ago, I worked in PC retail. From that perspective, shelf space was not the issue for the Apple Mac. Compatability was the issue. Consumers wanted a machine that would exchange files with their work place, a machine that could install the games that the kids heard their friends talking about school. Consumers wanted a choice of printers, scanners, joysticks, and other peripherals. Limited choice <em>was</em> an issue, but not because of shelf space.

Moving to the present day, Mark also seems to be overlooking the massive mobile retail sector. Here in the UK alone, every major network has stores in most towns and cities, there are multiple independent vendors who cover all the networks and operate nationally, and a large ""grass roots"" population of independent stores operate. I would argue that <em>this</em> gives Google ample retail touch points for its Google mobile devices. Moreover, these are the places that customers go to get their mobile devices. If you want to upgrade your mobile, you necessarily don't go to one of Apple's stores. In reality, I think it is statistically unlikely that you do, primarily because your phone is nothing without a network. Certainly in the UK, people don't buy handsets. They sign up for contracts, from networks.

On this front, I would call it a nil-nil draw between the iPhone and Android. If we are talking purely about representation and we exclude the negligible benefits of the Apple store in <em>this</em> arena, both Apple and Android are represented in the places that average consumers are going to go. Android could arguably win this point one-nil on the basis that they have more handsets than the iPhone, but I think a draw is the fairest result.
<blockquote><strong>Pricing overhang</strong>: A primary reason for Apple's crushing defeat by Microsoft was Apple's misguided notion that it could charge grossly higher dollars for Mac products than Windows-based PC offerings. Contrast this with the present, where Apple is consistent in their assertion and awareness that it cannot and will not leave pricing overhang (i.e. a sufficient pricing gap between its products and the competition). This avoids the past dynamic where consumers saw picking Apple products as an either/or decision, in terms of price vs premier experience. iPod, iPhone, iPod Touch and iPad all have followed this course.</blockquote>
On this point, I can see where Mark is coming from. Historically, Apple have been an ""expensive"" choice. Expensive hardware, expensive peripherals, expensive spares, expensive servicing, etc. This is certainly something that Apple appear to be trying to address, although I would hardly call their products ""cheap"". The current pricing for the iPad, for example, as compared to comparable tablet and netbook devices is very high indeed.

If you compare ""pound for pound"" on hardware, there were phones with better specification that cost less than the iPhone on the day it was released. As Mark points out though, hardware is not the deciding factor. I wonder, however, if this will be the case forever. Apple's closed approach to their software mean that they are the only people investing in the platform for it. Want to create a ""budget"" iPhone, maybe without the GPS and with less storage, maybe a smaller screen? You can't. Apple can, but you can't. If you want to do this with Android though, the field is open.

So, at the moment I would score this as nil-nil also. Apple have certainly learnt their lesson, but I believe they may well be taught it again if a budget mobile phone builder picks up Android as an alternative to writing their own software, or a major brand such as Samsung throws its weight in.
<blockquote><strong>3. Developer ecosystem</strong>: It is a truism that in platform plays he who wins the hearts and minds of developers, wins the war. In the PC era, Apple forgot this, bungling badly by launching and abandoning technology initiatives, co-opting and competing with their developers and routinely missed promised milestones. By contrast, Microsoft provided clear delineation points for developers, integrated core technologies across all products, and made sure developer tools readily supported these core initiatives. No less, Microsoft excelled at ensuring that the ecosystem made money.</blockquote>
I'm with Mark on this one. It mirrors the logic by which I questioned the assertion made in point #1. Perhaps Mark and I agree after all.
<blockquote>Lesson learned, Apple is moving on to the 4.0 stage of its mobile platform, has consistently hit promised milestones, has done yeomen's work on evangelizing key technologies within the platform (and third-party developer creations - ""There's an app for that""), and developed multiple ways for developers to monetize their products. No less, they have offered 100 percent distribution to 85 million iPhones, iPod Touches and iPads, and one-click monetization via same.</blockquote>
Evangelism? Check. ""There's an app for that"" has hit the zeitgeist and shows no signs of leaving. In this respect, more than any other, it is unquestionable that the iPhone has been a game changer. People now <em>expect</em> to be to upgrade their phone with new features through apps, they expect quick and easy installation, and they <em>will</em> pay for applications.

However, to claim 100% distribution is incorrect. Apple's latest 4.0 version of the platform will not offer all facilities to all versions of the iPod Touch, iPhone etc. despite the fact that mobile phone vendors <em>and Apple themselves</em> are still selling these devices. The entry level iPhone, only recently hitting some UK networks, will not have all the features of 4.0. Therefore, if your software uses these features, the percentage of the market that you can access will be somewhat smaller than the 100% of 85 million devices that Mark claims. With mobile phone contracts running for eighteen months and upwards, this is a trend that almost certainly continue, especially as people pass on their first generation iPhones to other people as they upgrade. Today's new gadget is tomorrow's ""hand me up"".

Whilst many, if not all, of these problems will also be faced by Android devices, the prevalence of Apple's marketing and the rate at which they put new product into the market could exacerbate this. If Apple were really watching out for their development community, they would gear release cycles around the length of mobile contracts and provide better backward compatability.
<blockquote>Nested in every one of these devices is a giant vending machine that is bottomless and never closes. By contrast, Google has taught consumers to expect free, the Android Market is hobbled by poor discovery and clunky, inconsistent monetization workflows. Most damning, despite touted high-volume third-party applications, there are (seemingly) no breakout third-party developer successes, despite Android being around two-thirds as long as the iPhone platform.</blockquote>
I don't agree that Google has taught consumers to expect ""free"". Google Apps, Google Mail, Google Adwords, Google Checkout ... all of these services cost money. The Internet, in general, encourages a culture of free. From my own experience of owning an iPod touch and knowing many other people who own them, pay for apps are not as popular as Mark might have us believe. It is impossible to ignore that the most popular apps are also the free ones.

In terms of Google's Marketplace, I can agree with some of what Mark has to say. It is more difficult to find apps in this marketplace than it is in Apple's, although this hardly makes Apple's iTunes platform a paragon of virtue. It is <em>better</em>, but I don't think anyone could make a strong argument for it being <em>good</em>. It is simply the only option when it comes to adding apps to your iPhone or iPod. Apple train the user to accept it as it is.

And that, for me, is where my opinion parts ways significantly with Mark's. There is a fundamental and crucial difference between Apple's app market and Android's that Mark has ignored. One is open, the other ... isn't.

If you want to give away an app for the iPhone, you need the OK from Apple. If you want to sell an app for the iPhone, you need the OK from Apple. In a process shrouded in mystery, puportedly geared to protecting Apple's interests, and seemingly arbitary to many, Apple control what software you can and can't have.

On a piece of hardware you own, Apple dictate what you do.

If Microsoft did this, there would be uproar.

I appreciate that an impassioned argument about the difference between closed and open platforms is unlikely to sell any mobile phones. In my opinion, however, it doesn't have to. The openness of the platform, the low cost of entry for non-Mac users, and the popularity of Google in the development community will enable to Android to catch up and overtake Apple's app market. Simply put, if each platform has equal developers, Android apps will come out quicker.

Mark is right that there is no ""killer app"" for Android as yet. It has many of the killer apps of the Apple platform though, and there are more daily. If this marketplace can reach critical mass, it could emulate the mass appeal of Windows as a development platform and leave Apple floudering.

My score? One-nil to Android. The game is far from over, but I cannot see Apple undoing the fundamental mistakes that leave it at a disadvantage to Android in the long term.<strong> </strong>
<blockquote><strong>Consumer technology adoption</strong>: During the PC era, large enterprises essentially dictated the industry winners by virtue of standardizing on a given vendor or type of solution. This created a winner-takes-all dynamic, inasmuch as consumers would ultimately buy the same solutions that had been blessed by large enterprises. By virtue of its conservative nature (remember the motto, ""No ever got fired for buying IBM""?), staid Microsoft always felt like a safer choice than crazy Apple. And besides, accounting could solicit bids from multiple hardware vendors, which they liked.</blockquote>
<blockquote>By contrast, today's breakthrough adoption begins in the consumer realm and filters back to enterprises, not the other way around. This change deeply favors a consumer products and marketing force like Apple. While Google has done a reasonable job in the consumer arena, its approach is decidedly design-lite and techie focused, not mass-market friendly.</blockquote>
And in case you haven't noticed, Mark, accounting <em>still</em> like to solicit those multiple bids. In fact, it is fundamental part of the buying cycle. Apple don't have the floor here. In fact, if we are looking a business purchasing then we really need to add Blackberry to the mix. iPhones are not the rugged workhorse type of phone favoured by many businesses. An Android phone in the right casing with the right mix of apps however? <em><strong>An Android phone that IT can write apps for that plug into our internal systems? </strong>That's</em> a possibility.

Apple might be the desirable gadget here, but it is not the phone that the FD is going to stump up the cash for, and is not necessarily the phone that the CTO is going to get behind. Maybe Google <em>do</em> know who they are marketing to right now.

Of course, business is not the mass market so, to avoid falling into the same trap of mixing the two together ... what about the mass market appeal of Android?

I think the answer is ... consumers don't care. They don't care what operating system is running the phone any more than they care what processor is inside. What they care about are apps and, more importantly, <strong>services</strong>. Mobile phone marketing in the UK has focussed on the ability to access social networks such as Facebook and Twitter ""on the move"" heavily in the last year. Both HTC and Sony's latest Android offerings bring these services together with SMS and eMail in a way that leaves the iPhone standing.

In conclusion on this point, I don't think the business market will be as easily driven as Mark suggests, and I don't think that consumers are walking around with their eyes closed. They may not <em>know</em> that it is Android, but they know Facebook and Twitter and they want them in their pocket. Again, the Android community has its eyes firmly on the prize here.

I'm tempted to claim this as a victory for Android, I think more realistically this is another draw. At least at half time.<strong></strong>
<blockquote><strong>5. Microsoft-like resilience</strong>: I remember too well the Microsoft mantra ""Embrace-Extend-Extinguish,"" which basically meant that any segment worth owning Microsoft would ultimately dominate by the 3.0 version of its competing product. Part of this was a by-product of the incredible ""unfair advantages"" Microsoft had built for itself by virtue of channeling items 1-4 above. Part of this was its ruthlessness in squeezing the lifeblood out of competitors through any means necessary. But, give Microsoft full props for manifesting an unyielding resilience to keep working its product offering and market assault until victory was at hand.

Considering Apple's rise from the ashes to re-create a very profitable Mac business -- the dominance it has created with iPod and iTunes; the powerhouse iPhone and iPhone platform and the ambitious, and already well-regarded iPad -- does anyone wonder about Apple's resilience? By contrast, Google remains almost completely dependent upon search and advertising, despite launching so many new product offerings and seriously pursuing M&amp;A over the past several years. Arguably, Google's famously loosely coupled structure leads to a lot of seeds being planted, but so too, it seems to a less than laser-like focus on seeing those seeds to cultivation and full harvest. It begs the question, ""Can a tiger change its stripes?""</blockquote>
Apple certainly is a resilient beast, arguably the greatest phoenix in the industry.

Mark is also correct that the vast majority of Google's income comes from search and advertising. So, yes, they are ""reliant"" on this. What is not being pointed out here, however, is that this single source of income that Google are so reliant on has netted them <a href=""http://mashable.com/2009/10/15/google-earnings-3/"">a warchest of some 22 billion dollars in cash</a> as of October of last year. They have the cash to make the long miles on this one, just like Apple. (<a href=""http://www.stuff.co.nz/technology/3377294/Apples-warchest-means-security-Jobs"">In the interest of parity, Apple have a reported warchest of $40 billion in cash and securities</a>).

So, Google have yet to face tough times like Apple. Arguably, this is because they have yet to crash and burn as Apple so nearly did. Perhaps they will yet, perhaps they never will. Either way, coming back from losing one war does not make you better prepared to fight the next one.

At best, another nil-nil draw.

So, <strong>in conclusion</strong>, that's my take on things. I have tried to balance and temper my view, even though I set out to argue against what I viewed as a pretty skewed piece of reporting by delivering one of my own. Hopefully, seen side by side, there is a logical argument that can be constructed from the two opposing viewpoints.

I believe Android is behind, for the moment, but will catch up and overtake Apple's platform. I think the openness of the platform and the accessibility of it to hardware vendors will counter Apple's marketing and current market share strangle hold. Mobile hardware now has cameras, GPS, fast processors, plenty of storage. Making a better iPhone is about having better apps, and it is irrefutable that open platforms experience faster and more prolific development than closed platforms.

At least, in my opinion. Perhaps I'll be fortunate enough to get Tim's feedback on this."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100507230328.bristol-comic-con-panels-and-talks-announced/bristol-comic-con-panels-and-talks-announced.html","Bristol Comic Con Panels And Talks Announced",1273266208,"#Bristol Comic Con Panels And Talks Announced#
Geek Syndicate have scooped us all yet again with this year's <a href=""http://geeksyndicate.wordpress.com/2010/05/07/countdown-to-bristol-international-comic-small-press-expo-2010-%e2%80%93-day-7-%e2%80%98mercure-and-ramada-panel-timetables%e2%80%99/"">Bristol Comic Con and Bristol Small Press Expo's Panels and Talks schedule</a>.

I am very fortunate this year to be appearing on two panels, one at 12:00 and another at 13:00 on Saturday.

At 12:00, I will be taking to the stage alongside Gavin and Dan from The Sidekick cast for a panel called ""Signs and Portents"", based loosely on my new graphic novel ""The Dark"". The official blurb is as follows:
<blockquote>What do William Blake, symbolic code breaking, aura reading, Byron, Howard Hughes, numerology, World War Two poetry, and cutting edge science all have in common?

Find out as Gavin Jones and Dan Marshall (of The Sidekick Cast) probe the mind of Markosia word smith Chris Lynch and find out about his latest projects, including the critically acclaimed sci-fi thriller ""The Dark"", available in a limited edition Expo Exclusive edition this weekend.</blockquote>
Then, at 13:00, I will be sitting down for a ""fireside chat"" with the Orang Utan Comics crew and the inimitable Scott Grandison for the ""Comic Book Outsiders"" panel ...
<blockquote>Orang Utan Comics and Monkeys With Machineguns are successful small press studios putting out high-quality content for the last five years. Join them as they discuss their experiences in the business so far, give advice to others looking to produce their own titles and their view of the future for small press and independent comics in a world where digital distribution is becoming increasingly important.

Hosted by Scott Grandison of the Comic Book Outsiders podcast.</blockquote>
I will be flying solo this year as Stu.Art, the taller and some say better looking half of MWM, isn't able to make it to Bristol this year. Still, I'm sure I'll hold my own!

I haven't been on a panel since the very first Birmingham Comic Show when I sat on the Horror Comics Panel. Anyone who was at that event might remember be likening the realistic horror of The Walking Dead to Frank Butcher turning up naked on Pat's doorstep in Eastenders. In context, I was talking about <em>""the horror of the real""</em> and how brilliantly I think Walking Dead portrays the reactions of the human survivors. I think Charlie Adlard is still avoiding me though.

If you want a sampler of the sort of nonsense that I try to pass off as intellectual discourse, even some kind of pseudo-science at a push, you can delve in to the archives of yesteryear with ""<a href=""2009/05/13/an-evening-with-monkeys-with-machineguns/"">An Evening with Monkeys with Machineguns</a>"" and my guest appearance on ""<a href=""2009/05/14/orang-utan-comics-and-monkeys-with-machineguns-round-table-comic-book-outsiders-episode-46/"">The Orang Utan Comics Round Table</a>"" from Bristol 2009.

I apologise in advance to all concerned."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100509095747.signing-report:-waterstones,-april-24th/signing-report:-waterstones,-april-24th.html","Signing Report: Waterstones, April 24th",1273391867,"#Signing Report: Waterstones, April 24th#
"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20100509105504.2d-goggles/2d-goggles.html","2d Goggles",1273395304,"#2D Goggles#
<a href=""http://2dgoggles.com/"">2D Goggles</a>."
